name,mana,card_text,attack,health,durability,class,card_type,rarity,card_mark,minion_type,spell_school
frost-shock,1,Deal 1 damage to an enemy character and Freeze it ,,,,['Shaman'],Spell,,2.4,,
frost-strike,2,Deal 3 damage to a minion  If that kills it  Discover a Frost Rune card ,,,,['Death Knight'],Spell,Common,4.6,,
frostbite,2,Deal 3 damage Honorable Kill :  Your opponent's next spell costs (2) more ,,,,['Shaman'],Spell,Common,4.6,,
frostbolt,2,Deal 3 damage to a character and Freeze it ,,,,['Mage'],Spell,,4.4,,
frostfin-chomper,3,Battlecry :  If you played an Elemental last turn  summon three 1/1 Murlocs ,2.0,3.0,,['Shaman'],Minion,Rare,3.1,"['Murloc', 'Elemental']",
frostmourne,7,Deathrattle :  Summon every minion killed by this weapon ,5.0,,3.0,['Death Knight'],Weapon,Legendary,3.7,,
frostsaber-matriarch,7,Taunt  Costs (1) less for each Beast you've summoned this game ,4.0,5.0,,['Druid'],Minion,Epic,3.3,['Beast'],
frostweave-dungeoneer,3,Battlecry :  Draw a spell  If it's a Frost spell  also summon two 1/1  Elementals that Freeze ,2.0,3.0,,['Mage'],Minion,Rare,2.4,,
frostwolf-grunt,2,Taunt,2.0,2.0,,['Neutral'],Minion,,1.8,,
frostwolf-kennels,3,At the end of your turn  summon a 2/2 Wolf with Stealth Lasts 3 turns,,,,['Druid'],Spell,Rare,3.0,,
frostwolf-warlord,5,Battlecry :  Gain +1/+1 for each other friendly minion on the battlefield ,4.0,4.0,,['Neutral'],Minion,,3.6,,
frostwolf-warmaster,4,Costs (1) less for each card you've played this turn ,3.0,3.0,,['Neutral'],Minion,Rare,4.0,,
frostwyrms-fury,7,Deal 5 damage  Freeze all enemy minions  Summon a 5/5 Frostwyrm ,,,,['Death Knight'],Spell,Epic,4.5,,
frothing-berserker,3,Whenever a minion takes damage  gain +1 Attack ,2.0,4.0,,['Warrior'],Minion,Rare,4.6,,
frozen-buckler,2,Gain 10 Armor  At the start of your next turn  lose 5 Armor ,,,,['Warrior'],Spell,Epic,3.1,,
frozen-clone,3,Secret :  After your opponent plays a minion  put 2 copies of it into your hand ,,,,['Mage'],Spell,Common,3.3,,
frozen-crusher,6,After this minion attacks  Freeze it ,8.0,8.0,,['Neutral'],Minion,Rare,2.1,['Elemental'],
frozen-mammoth,4,This is Frozen until you cast a Fire spell ,6.0,7.0,,['Neutral'],Minion,Epic,3.0,['Beast'],
frozen-shadoweaver,3,Battlecry :  Freeze an enemy ,4.0,3.0,,['Neutral'],Minion,Common,3.7,,
frozen-touch,2,Deal 3 damage Infuse (3) :  Add a Frozen Touch to your hand ,,,,['Mage'],Spell,Common,3.6,,
full-blown-evil,3,Deal 5 damage randomly split among all enemy minions  Repeatable this turn ,,,,['Warlock'],Spell,Rare,3.9,,Fel
fungal-enchanter,3,Battlecry :  Restore 2 Health to all friendly characters ,3.0,3.0,,['Neutral'],Minion,Common,3.9,,
fungal-fortunes,3,Draw 3 cards  Discard any minions drawn ,,,,['Druid'],Spell,Rare,2.9,,Nature
fungalmancer,5,Battlecry :  Give adjacent minions +2/+2 ,2.0,2.0,,['Neutral'],Minion,Common,2.4,,
funkfin,3,Divine ShieldYour minions with Divine Shield have +2 Attack ,2.0,2.0,,['Paladin'],Minion,Common,3.6,['Murloc'],
furbolg-mossbinder,5,Battlecry :  Transform a friendly minion into a 6/6 Elemental ,1.0,1.0,,['Neutral'],Minion,Rare,2.1,,
furious-ettin,7,Taunt,5.0,9.0,,['Neutral'],Minion,Common,2.2,,
furious-felfin,2,Battlecry :  If your hero attacked this turn  gain +1 Attack and Rush ,3.0,2.0,,"['Hunter', 'Demon Hunter']",Minion,Rare,4.5,['Murloc'],
furious-howl,2,Draw a card  Repeat until you have at least 3 cards ,,,,['Hunter'],Spell,Common,4.5,,
furnacefire-colossus,6,Battlecry :  Discard all weapons from your hand and gain their stats ,6.0,6.0,,['Neutral'],Minion,Epic,3.0,,
fury-rank-1,1,Give your hero +2 Attack this turn  (Upgrades when you have 5 Mana ),,,,"['Hunter', 'Demon Hunter']",Spell,Common,3.1,,Fel
gadgetzan-auctioneer,6,Whenever you cast a spell  draw a card ,4.0,4.0,,['Neutral'],Minion,Rare,4.4,,
gadgetzan-ferryman,2,Combo :  Return a friendly minion to your hand ,2.0,3.0,,['Rogue'],Minion,Rare,2.0,,
gadgetzan-jouster,1,Battlecry :  Reveal a minion in each deck  If yours costs more  gain +1/+1 ,1.0,2.0,,['Neutral'],Minion,Common,3.2,,
gadgetzan-socialite,2,Battlecry :  Restore 2 Health ,2.0,2.0,,['Neutral'],Minion,Common,2.0,,
gahzrilla,7,Whenever this minion takes damage  double its Attack ,6.0,9.0,,['Hunter'],Minion,Legendary,3.8,['Beast'],
gaia-the-techtonic,8,Colossal +2After a friendly Mech attacks  deal 1 damage to all enemies ,5.0,7.0,,['Mage'],Minion,Legendary,3.2,['Mech'],
galakrond-the-nightmare,7,Battlecry :  Draw 1 card  It costs (0) (Invoke twice to upgrade ),,,,['Rogue'],Hero,Legendary,4.6,,
galakrond-the-tempest,7,Battlecry :  Summon two 2/2 Storms with Rush (Invoke twice to upgrade ),,,,['Shaman'],Hero,Legendary,4.6,,
galakrond-the-unbreakable,7,Battlecry :  Draw 1 minion  Give it +4/+4 (Invoke twice to upgrade ),,,,['Warrior'],Hero,Legendary,4.7,,
galakrond-the-unspeakable,7,Battlecry :  Destroy 1 random enemy minion (Invoke twice to upgrade ),,,,['Priest'],Hero,Legendary,4.5,,
galakrond-the-wretched,7,Battlecry :  Summon 1 random Demon (Invoke twice to upgrade ),,,,['Warlock'],Hero,Legendary,3.6,,
galloping-savior,1,Secret :  After your opponent plays three cards in a turn  summon a 3/4 Steed with Taunt ,,,,['Paladin'],Spell,Common,3.0,,
galvanizer,2,Battlecry :  Reduce the Cost of Mechs in your hand by (1) ,1.0,2.0,,['Neutral'],Minion,Rare,4.4,['Mech'],
game-master,2,The first Secret you play each turn costs (1) ,2.0,3.0,,['Mage'],Minion,Common,4.4,,
ganarg-glaivesmith,3,Outcast :  Give your hero +3 Attack this turn ,3.0,3.0,,"['Hunter', 'Demon Hunter']",Minion,Common,3.8,['Demon'],
gang-up,2,Choose a minion  Shuffle 3 copies of it into your deck ,,,,['Rogue'],Spell,Common,4.0,,
gangplank-diver,5,Dormant for 1 turn Rush  Immune while attacking ,6.0,4.0,,['Neutral'],Minion,Common,3.0,['Pirate'],
gankster,2,StealthAfter your opponent plays a minion  attack it ,4.0,2.0,,['Neutral'],Minion,Common,2.5,,
garden-gnome,4,Battlecry :  If you're holding a spell that costs (5) or more  summon two 2/2 Treants ,2.0,3.0,,['Druid'],Minion,Rare,3.8,,
garrison-commander,2,You can use your Hero Power twice on your turn ,2.0,3.0,,['Neutral'],Minion,Epic,3.5,,
garrote,2,Deal 2 damage to the enemy hero  Shuffle 3 Bleeds into your deck that deal 2 more when drawn ,,,,['Rogue'],Spell,Epic,4.1,,
gather-your-party,6,Recruit a minion ,,,,['Warrior'],Spell,Rare,2.0,,
gazlowe,6,Whenever you cast a 1-mana spell  add a random Mech to your hand ,3.0,6.0,,['Neutral'],Minion,Legendary,2.1,,
gear-grubber,4,Taunt  If you end your turn with any unspent mana  reduce this card's Cost by (1) ,4.0,5.0,,['Neutral'],Minion,Rare,3.0,,
gelbin-mekkatorque,6,Battlecry :  Summon an AWESOME invention ,6.0,6.0,,['Neutral'],Minion,Legendary,2.3,,
gemstudded-golem,6,TauntCan only attack if you have 5 or more Armor ,5.0,9.0,,['Warrior'],Minion,Common,4.0,,
generous-mummy,3,RebornYour opponent's cards cost (1) less ,5.0,4.0,,['Neutral'],Minion,Rare,1.5,,
genn-greymane,6,Start of Game :  If your deck has only even-Cost cards  your starting Hero Power costs (1) ,6.0,5.0,,['Neutral'],Minion,Legendary,3.7,,
gentle-megasaur,4,Battlecry :  Adapt your Murlocs ,5.0,4.0,,['Neutral'],Minion,Epic,3.8,['Beast'],
genzo-the-shark,4,Whenever this attacks  both players draw until they have 3 cards ,5.0,4.0,,['Neutral'],Minion,Legendary,3.0,,
geosculptor-yip,8,At the end of your turn  summon a random minion with Cost equal to your Armor (up to 10) ,4.0,8.0,,['Warrior'],Minion,Legendary,4.0,,
germination,4,Summon a copy of a friendly minion  Give the copy Taunt ,,,,['Druid'],Spell,Rare,3.5,,Nature
getaway-kodo,1,Secret :  When a friendly minion dies  return it to your hand ,,,,['Paladin'],Spell,Rare,3.7,,
ghastly-conjurer,4,Battlecry :  Add a Mirror Image to your hand ,2.0,6.0,,['Mage'],Minion,Rare,3.0,,
ghastly-gravedigger,3,Battlecry :  If you control a Secret  choose a card in your opponent's hand to shuffle into their deck ,4.0,3.0,,['Rogue'],Minion,Epic,4.4,,
ghost-light-angler,2,Echo,2.0,2.0,,['Shaman'],Minion,Common,3.4,['Murloc'],
ghost-writer,5,Battlecry :  Discover a spell Finale :  Discover another ,4.0,4.0,,['Neutral'],Minion,Common,2.8,['Undead'],
ghostly-charger,5,Divine ShieldRush,3.0,4.0,,['Paladin'],Minion,Common,3.0,['Beast'],
ghostly-strike,1,Deal 1 damage Combo :  Draw a card ,,,,['Rogue'],Spell,Common,4.8,,
ghoulish-alchemist,2,Battlecry :  Your next Concoction costs (0) ,3.0,2.0,,['Rogue'],Minion,Rare,4.5,['Undead'],
ghuun-the-blood-god,8,Battlecry :  Draw 2 cards  They cost Health instead of Mana ,8.0,8.0,,['Priest'],Minion,Legendary,4.2,,
giant-anaconda,7,Deathrattle :  Summon a minion from your hand with 5 or more Attack ,5.0,3.0,,['Druid'],Minion,Epic,2.8,['Beast'],
giant-mastodon,9,Taunt,6.0,10.0,,['Neutral'],Minion,Common,1.9,['Beast'],
giant-sand-worm,8,If this minion attacks another minion and kills it  it can attack again ,8.0,8.0,,['Hunter'],Minion,Epic,3.2,['Beast'],
giant-wasp,3,StealthPoisonous,2.0,2.0,,['Neutral'],Minion,Common,3.5,['Beast'],
gibberling,2,Spellburst :  Summon a Gibberling ,1.0,1.0,,['Druid'],Minion,Common,2.7,,
gift-of-luminance,3,Give a minion Divine Shield  then summon a 1/1 copy of it ,,,,"['Paladin', 'Priest']",Spell,Rare,3.8,,Holy
gift-of-the-naaru,1,Restore 3 Health to all characters  If any are still damaged  draw a card ,0.0,0.0,,['Priest'],Minion,Epic,4.6,,Holy
gift-of-the-wild,8,Give your minions +2/+2 and Taunt ,,,,['Druid'],Spell,Common,2.0,,Nature
gifts-of-azshara,2,Draw a card  If you played a Naga while holding this  do it again ,,,,['Mage'],Spell,Rare,3.5,,Arcane
gigafin,8,Colossal +1  Battlecry :  Devour all enemy minions  Deathrattle :  Spit them back out ,7.0,4.0,,['Warlock'],Minion,Legendary,4.3,['Murloc'],
gigantotem,10,Cots (1) less for each Totem you've summoned this game ,8.0,8.0,,['Shaman'],Minion,Epic,4.2,['Totem'],
giggling-inventor,6,Battlecry :  Summon two 1/2 Mechs with Taunt and Divine Shield ,2.0,1.0,,['Neutral'],Minion,Rare,3.9,,
gilblin-stalker,2,Stealth,2.0,3.0,,['Neutral'],Minion,Common,3.2,,
gilded-gargoyle,3,Deathrattle :  Add a Coin to your hand ,2.0,2.0,,['Priest'],Minion,Common,2.6,,
gilnean-royal-guard,8,Divine Shield  RushEach turn this is in your hand  swap its Attack and Health ,3.0,8.0,,['Neutral'],Minion,Rare,2.7,,
glacial-advance,3,Deal 4 damage  Your next spell this turn costs (1) less ,,,,['Death Knight'],Spell,Common,4.6,,
glacial-mysteries,8,Put one of each Secret from your deck into the battlefield ,,,,['Mage'],Spell,Epic,2.4,,
glacial-shard,1,Battlecry :  Freeze an enemy ,2.0,1.0,,['Neutral'],Minion,Common,4.0,['Elemental'],
glaciate,6,Discover an 8-Cost minion  Summon and Freeze it ,,,,['Shaman'],Spell,Rare,2.3,,
glacier-racer,1,Spellburst :  Deal 3 damage to all Frozen enemies ,1.0,3.0,,['Mage'],Minion,Rare,4.1,,
gladiators-longbow,7,Your hero is Immune while attacking ,5.0,,2.0,['Hunter'],Weapon,Epic,3.1,,
glaivebound-adept,5,Battlecry :  If your hero attacked this turn  deal 4 damage ,6.0,4.0,,"['Hunter', 'Demon Hunter']",Minion,,4.1,,
glaiveshark,4,Battlecry :  If your hero attacked this turn  deal 2 damage to all enemies ,4.0,3.0,,"['Hunter', 'Demon Hunter']",Minion,Common,4.5,['Beast'],
glaivetar,4,Deathrattle :  Draw 1 card  (Play Outcast cards while equipped to improve!),4.0,,2.0,"['Hunter', 'Demon Hunter']",Weapon,Rare,4.3,,
glaivezooka,2,Battlecry :  Give a random friendly minion +1 Attack ,2.0,,2.0,['Hunter'],Weapon,Common,4.5,,
glide,4,Shuffle your hand into your deck  Draw 4 cards Outcast :  Your opponent does the same ,,,,"['Hunter', 'Demon Hunter']",Spell,Rare,4.2,,
glinda-crowskin,6,Minions in your hand have Echo ,3.0,7.0,,['Warlock'],Minion,Legendary,3.8,,
glitter-moth,5,Battlecry :  If your deck has only odd-Cost cards  double the Health of your other minions ,4.0,4.0,,['Priest'],Minion,Epic,3.1,['Beast'],
gloom-stag,5,TauntBattlecry :  If your deck has only odd-Cost cards  gain +2/+2 ,2.0,6.0,,['Druid'],Minion,Epic,3.3,['Beast'],
gloop-sprayer,7,Battlecry :  Summon a copy of each adjacent minion ,4.0,4.0,,['Druid'],Minion,Common,3.7,,
glory-chaser,3,After you play a Taunt minion  draw a card ,4.0,3.0,,['Warrior'],Minion,Common,2.7,,
glow-tron,1,Magnetic,1.0,3.0,,['Paladin'],Minion,Common,4.6,['Mech'],
glowfly-swarm,5,Summon a 2/2 Glowfly for each spell in your hand ,,,,['Druid'],Spell,Epic,3.5,,
glowstone-technician,5,Battlecry :  Give all minions in your hand +2/+2 ,3.0,4.0,,['Paladin'],Minion,Epic,3.4,,
glugg-the-gulper,7,Colossal +3After a friendly minion dies  gain its original stats ,3.0,5.0,,['Shaman'],Minion,Legendary,3.2,['Beast'],
gluttonous-ooze,3,Battlecry :  Destroy your opponent's weapon and gain Armor equal to its Attack ,3.0,3.0,,['Neutral'],Minion,Epic,4.5,,
gnash,3,Give your hero +3 Attack this turn Gain 3 Armor ,,,,['Druid'],Spell,Common,1.9,,
gnome-muncher,6,Taunt  LifestealAt the end of your turn  attack the lowest Health enemy ,5.0,6.0,,['Death Knight'],Minion,Common,3.7,['Undead'],
gnome-private,1,Honorable Kill :  Gain +2 Attack ,1.0,3.0,,['Neutral'],Minion,Common,3.1,,
gnomeferatu,2,Battlecry :  Remove the top card from your opponent's deck ,2.0,3.0,,['Warlock'],Minion,Epic,4.3,,
gnomeregan-infantry,3,Charge  Taunt ,1.0,4.0,,['Neutral'],Minion,Common,2.1,,
gnomish-experimenter,3,Battlecry :  Draw a card  If it's a minion  transform it into a Chicken ,3.0,2.0,,['Neutral'],Minion,Rare,1.9,,
gnomish-inventor,4,Battlecry :  Draw a card ,2.0,4.0,,['Neutral'],Minion,,3.0,,
goblin-auto-barber,2,Battlecry :  Give your weapon +1 Attack ,3.0,2.0,,['Rogue'],Minion,Common,3.7,['Mech'],
goblin-blastmage,4,Battlecry :  If you control a Mech  deal 4 damage randomly split among enemy characters ,5.0,4.0,,['Mage'],Minion,Rare,4.4,,
goblin-bomb,1,Deathrattle :  Deal 2 damage to the enemy hero ,0.0,2.0,,['Neutral'],Minion,Common,1.9,['Mech'],
goblin-prank,2,Give a friendly minion +3/+3 and Rush  It dies at end of turn ,,,,['Hunter'],Spell,Epic,3.1,,
goblin-sapper,3,Has +4 Attack while your opponent has 6 or more cards in hand ,2.0,4.0,,['Neutral'],Minion,Rare,2.6,,
goboglide-tech,3,Battlecry :  If you control a Mech  gain +1/+1 and Rush ,3.0,3.0,,['Neutral'],Minion,Common,4.0,,
going-down-swinging,5,Give your hero +2 Attack and Immune this turn  then attack each enemy minion ,,,,"['Hunter', 'Demon Hunter']",Spell,Legendary,4.0,,
golakka-crawler,2,Battlecry :  Destroy a Pirate and gain +1/+1 ,2.0,3.0,,['Neutral'],Minion,Rare,3.3,['Beast'],
golakka-glutton,3,Battlecry :  Destroy a Beast and gain +1/+1 ,2.0,3.0,,['Neutral'],Minion,Common,2.5,['Pirate'],
gold-road-grunt,5,TauntFrenzy :  Gain Armor equal to the damage taken ,3.0,7.0,,['Neutral'],Minion,Common,2.4,,
golden-scarab,3,Battlecry :  Discover a 4-Cost card ,2.0,2.0,,['Neutral'],Minion,Common,2.4,['Beast'],
goldshire-footman,1,Taunt,1.0,2.0,,['Neutral'],Minion,,2.3,,
goldshire-gnoll,10,RushCosts (1) less for each other card in your hand ,5.0,4.0,,['Neutral'],Minion,Rare,3.1,,
goldwing,4,RushBattlecry :  If you're holding a Mech  gain Windfury ,3.0,5.0,,['Paladin'],Minion,Rare,3.4,"['Mech', 'Dragon']",
goliath-sneeds-masterpiece,8,Battlecry :  Fire five rockets at enemy minions that deal 2 damage each  (You pick the targets!),8.0,8.0,,['Neutral'],Minion,Legendary,3.2,['Mech'],
gone-fishin,1,Dredge Combo :  Draw a card ,,,,['Rogue'],Spell,Rare,4.7,,
gonk-the-raptor,7,After your hero attacks and kills a minion  it may attack again ,4.0,9.0,,['Druid'],Minion,Legendary,2.2,['Beast'],
goody-two-shields,3,Divine ShieldSpellburst :  Gain Divine Shield ,4.0,2.0,,['Paladin'],Minion,Rare,3.8,,
gorehowl,7,Attacking a minion costs 1 Attack instead of 1 Durability ,7.0,,1.0,['Warrior'],Weapon,Epic,4.4,,
gorillabot-a-3,3,Battlecry :  If you control another Mech  Discover a Mech ,3.0,4.0,,['Neutral'],Minion,Common,3.6,"['Mech', 'Beast']",
gorloc-ravager,5,Battlecry :  Draw 3 Murlocs ,4.0,3.0,,['Neutral'],Minion,Common,4.2,['Murloc'],
gormok-the-impaler,4,Battlecry :  If you have at least 4 other minions  deal 4 damage ,4.0,4.0,,['Neutral'],Minion,Legendary,3.2,,
goru-the-mightree,7,TauntBattlecry :  For the rest of the game  your Treants have +1/+1 ,5.0,10.0,,['Druid'],Minion,Legendary,3.3,,
gral-the-shark,5,Battlecry :  Eat a minion in your deck and gain its stats Deathrattle :  Add it to your hand ,2.0,2.0,,['Rogue'],Minion,Legendary,3.5,,
grand-archivist,8,At the end of your turn  cast a spell from your deck (targets chosen randomly) ,4.0,7.0,,['Neutral'],Minion,Epic,2.4,,
grand-crusader,6,Battlecry :  Add a random Paladin card to your hand ,5.0,5.0,,['Neutral'],Minion,Epic,3.5,,
grand-empress-shekzara,6,Battlecry :  Discover a card in your deck and draw all copies of it ,5.0,7.0,,['Rogue'],Minion,Legendary,3.4,,
grand-finale,8,Summon an 8/8 Elemental  Repeat for each Elemental you played last turn ,,,,['Mage'],Spell,Rare,4.3,,Fire
grand-lackey-erkh,4,After you play a Lackey  add a Lackey to your hand ,2.0,3.0,,['Neutral'],Minion,Legendary,3.5,,
grand-magister-rommath,9,Battlecry :  Recast each spell you've cast this game that didn't start in your deck ,5.0,7.0,,['Mage'],Minion,Legendary,3.9,,
grand-magus-antonidas,8,Battlecry :  If you've cast a Fire spell on each of your last three turns  cast 3 Fireballs at random enemies  (0/3),6.0,6.0,,['Mage'],Minion,Legendary,3.3,,
grand-totem-eysor,3,At the end of your turn  give +1/+1 to all other Totems in your hand  deck and battlefield ,0.0,4.0,,['Shaman'],Minion,Legendary,4.0,['Totem'],
grandmummy,2,RebornDeathrattle :  Give a random friendly minion +1/+1 ,1.0,2.0,,['Priest'],Minion,Rare,3.9,,
granite-forgeborn,4,Battlecry :  Reduce the cost of Elementals in your hand and deck by (1) ,4.0,5.0,,['Shaman'],Minion,Rare,4.8,['Elemental'],
grave-defiler,1,Battlecry :  Copy a F el spell in your hand ,2.0,1.0,,['Warlock'],Minion,Common,3.9,,
grave-digging,4,Draw 2 cards  Costs (1) if a friendly Undead died after your last turn ,,,,['Priest'],Spell,Epic,4.3,,Shadow
grave-horror,12,TauntCosts (1) less for each spell you've cast this game ,7.0,8.0,,['Priest'],Minion,Rare,4.0,,
grave-rune,4,Give a minion Deathrattle :  Summon 2 copies of this ,,,,['Priest'],Spell,Common,4.6,,Shadow
grave-shambler,4,Whenever your weapon is destroyed  gain +1/+1 ,4.0,4.0,,['Neutral'],Minion,Common,2.4,['Elemental'],
grave-strength,4,Give your minions +1 Attack  Spend 5 Corpses to give them +3 instead ,,,,['Death Knight'],Spell,Epic,4.1,,Shadow
gravelsnout-knight,1,Battlecry :  Summon a random 1-Cost minion for your opponent ,2.0,3.0,,['Neutral'],Minion,Rare,2.0,,
graveyard-shift,3,Summon two 1/1 Zombies with Reborn ,,,,['Death Knight'],Spell,Rare,3.0,,
great-hall,2,Set a minion's Attack and Health to 3 ,,,,['Paladin'],Location,Rare,3.8,,
greater-arcane-missiles,7,Shoot three missiles at random enemies that deal 3 damage each ,,,,['Mage'],Spell,Epic,2.7,,Arcane
greater-healing-potion,4,Restore 12 Health to a friendly character ,,,,['Priest'],Spell,Rare,4.3,,Holy
greedy-sprite,3,Deathrattle :  Gain an empty Mana Crystal ,3.0,1.0,,['Druid'],Minion,Rare,3.3,,
green-jelly,5,At the end of your turn  summon a 1/2 Ooze with Taunt ,3.0,3.0,,['Neutral'],Minion,Common,2.3,,
green-thumb-gardener,6,Battlecry :  Refresh empty Mana Crystals equal to the Cost of the most expensive spell in your hand ,5.0,5.0,,['Druid'],Minion,Rare,3.9,['Naga'],
grey-sage-parrot,6,Battlecry :  Repeat the last spell you've cast that costs (6) or more ,4.0,5.0,,['Mage'],Minion,Common,2.1,['Beast'],
greybough,5,TauntDeathrattle :  Give a random friendly minion Deathrattle :  Summon Greybough ,4.0,6.0,,['Druid'],Minion,Legendary,3.8,,
greyheart-sage,3,Battlecry :  If you control a Stealthed minion  draw 2 cards ,3.0,3.0,,['Rogue'],Minion,Epic,4.0,,
grievous-bite,2,Deal 2 damage to a minion and 1 damage to adjacent ones ,,,,['Hunter'],Spell,Common,4.1,,
griftah,4,Battlecry :  Discover two cards  Give one to your opponent at random ,4.0,5.0,,['Neutral'],Minion,Legendary,1.7,,
grim-necromancer,4,Battlecry :  Summon two 1/1 Skeletons ,2.0,4.0,,['Neutral'],Minion,Common,2.8,['Undead'],
grim-patron,5,Whenever this minion survives damage  summon another Grim Patron ,3.0,3.0,,['Neutral'],Minion,Rare,4.2,,
grim-rally,1,Destroy a friendly minion  Give your minions +1/+1 ,,,,['Warlock'],Spell,Rare,3.5,,Shadow
grimestreet-enforcer,5,At the end of your turn  give all minions in your hand +1/+1 ,4.0,4.0,,['Paladin'],Minion,Rare,4.0,,
grimestreet-informant,2,Battlecry :  Discover a Hunter  Paladin  or Warrior card ,1.0,1.0,,"['Paladin', 'Warrior', 'Hunter']",Minion,Rare,3.0,,
