,name,cardSet,type,text,playerClass,rarity,health,mechanics,cost,attack,race,spellSchool,durability,Category,armor,multiClassGroup
3940,Stand Against Darkness,Whispers of the Old Gods,Spell,Summon five 1/1 Silver Hand Recruits.,Paladin,Common,,,5.0,,,,,Whispers of the Old Gods,,
3941,Tentacles for Arms,Whispers of the Old Gods,Weapon,<b>Deathrattle:</b> Return this to your hand.,Warrior,Epic,,[{'name': 'Deathrattle'}],5.0,2.0,,,2.0,Whispers of the Old Gods,,
3942,Twilight Darkmender,Whispers of the Old Gods,Minion,"<b>Battlecry:</b> If your C'Thun  has at least 10 Attack, restore #10 Health to your hero.",Priest,Rare,5.0,[{'name': 'Battlecry'}],5.0,6.0,,,,Whispers of the Old Gods,,
3943,Usher of Souls,Whispers of the Old Gods,Minion,"Whenever a friendly minion dies, give your C'Thun +1/+1\n<i>(wherever it is).</i>",Warlock,Common,6.0,,5.0,5.0,,,,Whispers of the Old Gods,,
3944,Validated Doomsayer,Whispers of the Old Gods,Minion,"At the start of your turn, set this minion's Attack to 7.",Neutral,Epic,7.0,,5.0,0.0,,,,Whispers of the Old Gods,,
3945,Ancient Harbinger,Whispers of the Old Gods,Minion,"At the start of your turn, put a 10-Cost minion from your deck into your hand.",Neutral,Epic,6.0,,6.0,4.0,,,,Whispers of the Old Gods,,
3946,Corrupted Seer,Whispers of the Old Gods,Minion,<b>Battlecry:</b> Deal 2 damage to all non-Murloc minions.,Neutral,Rare,3.0,[{'name': 'Battlecry'}],6.0,2.0,Murloc,,,Whispers of the Old Gods,,
3947,Dark Arakkoa,Whispers of the Old Gods,Minion,[x]<b>Taunt</b>\n<b>Battlecry:</b> Give your C'Thun\n+3/+3 <i>(wherever it is).</i>,Druid,Common,7.0,"[{'name': 'Battlecry'}, {'name': 'Taunt'}]",6.0,5.0,,,,Whispers of the Old Gods,,
3948,Faceless Summoner,Whispers of the Old Gods,Minion,<b>Battlecry:</b> Summon a random 3-Cost minion.,Mage,Common,5.0,[{'name': 'Battlecry'}],6.0,5.0,,,,Whispers of the Old Gods,,
3949,Herald Volazj,Whispers of the Old Gods,Minion,<b>Battlecry:</b> Summon a 1/1 copy of each of your other minions.,Priest,Legendary,5.0,[{'name': 'Battlecry'}],6.0,5.0,,,,Whispers of the Old Gods,,
3950,"Mukla, Tyrant of the Vale",Whispers of the Old Gods,Minion,<b>Battlecry:</b> Add 2 Bananas to your hand.,Neutral,Legendary,5.0,[{'name': 'Battlecry'}],6.0,5.0,Beast,,,Whispers of the Old Gods,,
3951,Nerubian Prophet,Whispers of the Old Gods,Minion,"At the start of your turn, reduce this card's\nCost by (1).",Neutral,Common,4.0,,6.0,4.0,,,,Whispers of the Old Gods,,
3952,Scaled Nightmare,Whispers of the Old Gods,Minion,"At the start of your turn, double this minion's Attack.",Neutral,Epic,8.0,,6.0,2.0,Dragon,,,Whispers of the Old Gods,,
3953,Skeram Cultist,Whispers of the Old Gods,Minion,<b>Battlecry:</b> Give your C'Thun +2/+2 <i>(wherever it is).</i>,Neutral,Rare,6.0,[{'name': 'Battlecry'}],6.0,7.0,,,,Whispers of the Old Gods,,
3954,Thing from Below,Whispers of the Old Gods,Minion,[x]<b>Taunt</b>\nCosts (1) less for each\nTotem you've summoned\nthis game.,Shaman,Rare,5.0,[{'name': 'Taunt'}],6.0,5.0,,,,Whispers of the Old Gods,,
3955,Thistle Tea,Whispers of the Old Gods,Spell,Draw a card. Add 2 extra copies of it to your hand.,Rogue,Rare,,,6.0,,,,,Whispers of the Old Gods,,
3956,Ancient Shieldbearer,Whispers of the Old Gods,Minion,"<b>Battlecry:</b> If your C'Thun has at least 10 Attack, gain 10 Armor.",Warrior,Rare,6.0,[{'name': 'Battlecry'}],7.0,6.0,,,,Whispers of the Old Gods,,
3958,Bog Creeper,Whispers of the Old Gods,Minion,<b>Taunt</b>,Neutral,Common,8.0,[{'name': 'Taunt'}],7.0,6.0,,,,Whispers of the Old Gods,,
3959,Cho'gall,Whispers of the Old Gods,Minion,<b>Battlecry:</b> The next spell you cast this turn costs Health instead of Mana.,Warlock,Legendary,7.0,[{'name': 'Battlecry'}],7.0,7.0,,,,Whispers of the Old Gods,,
3960,Grotesque Dragonhawk,Whispers of the Old Gods,Minion,<b>Windfury</b>,Neutral,Common,5.0,[{'name': 'Windfury'}],7.0,5.0,Beast,,,Whispers of the Old Gods,,
3961,"Hogger, Doom of Elwynn",Whispers of the Old Gods,Minion,"Whenever this minion takes damage, summon a 2/2 Gnoll with <b>Taunt</b>.",Neutral,Legendary,6.0,[{'name': 'Taunt'}],7.0,6.0,,,,Whispers of the Old Gods,,
3962,Malkorok,Whispers of the Old Gods,Minion,<b>Battlecry:</b> Equip a random weapon.,Warrior,Legendary,5.0,[{'name': 'Battlecry'}],7.0,6.0,,,,Whispers of the Old Gods,,
3964,Twin Emperor Vek'lor,Whispers of the Old Gods,Minion,"[x]<b><b>Taunt</b>\nBattlecry:</b> If your C'Thun has\nat least 10 Attack, summon\nanother Emperor.",Neutral,Legendary,6.0,"[{'name': 'Battlecry'}, {'name': 'Taunt'}]",7.0,4.0,,,,Whispers of the Old Gods,,
3966,Wisps of the Old Gods,Whispers of the Old Gods,Spell,<b>Choose One -</b> Summon seven 1/1 Wisps; or Give your minions +2/+2.,Druid,Epic,,,7.0,,,Nature,,Whispers of the Old Gods,,
3967,Anomalus,Whispers of the Old Gods,Minion,<b>Deathrattle:</b> Deal 8 damage to all minions.,Mage,Legendary,6.0,[{'name': 'Deathrattle'}],8.0,8.0,Elemental,,,Whispers of the Old Gods,,
3968,Call of the Wild,Whispers of the Old Gods,Spell,Summon all three Animal Companions.,Hunter,Epic,,,8.0,,,,,Whispers of the Old Gods,,
3969,Doomcaller,Whispers of the Old Gods,Minion,"<b>Battlecry:</b> Give your C'Thun +2/+2 <i>(wherever it is).</i> If it's dead, shuffle it into your deck.",Neutral,Rare,9.0,[{'name': 'Battlecry'}],8.0,7.0,,,,Whispers of the Old Gods,,
3970,Eldritch Horror,Whispers of the Old Gods,Minion,,Neutral,Common,10.0,,8.0,6.0,,,,Whispers of the Old Gods,,
3971,Giant Sand Worm,Whispers of the Old Gods,Minion,"Whenever this attacks and kills a minion, it may attack again.",Hunter,Epic,8.0,,8.0,8.0,Beast,,,Whispers of the Old Gods,,
3973,"Ragnaros, Lightlord",Whispers of the Old Gods,Minion,"At the end of your turn, restore #8 Health to a damaged friendly character.",Paladin,Legendary,8.0,,8.0,8.0,Elemental,,,Whispers of the Old Gods,,
3974,The Boogeymonster,Whispers of the Old Gods,Minion,"Whenever this attacks and kills a minion, gain +2/+2.",Neutral,Legendary,7.0,,8.0,6.0,,,,Whispers of the Old Gods,,
3975,Blade of C'Thun,Whispers of the Old Gods,Minion,<b>Battlecry:</b> Destroy a minion. Add its Attack and Health to_your C'Thun's <i>(wherever it is).</i>,Rogue,Epic,4.0,[{'name': 'Battlecry'}],9.0,4.0,,,,Whispers of the Old Gods,,
3976,Blood of The Ancient One,Whispers of the Old Gods,Minion,"If you control two of these\nat the end of your turn, merge them into 'The Ancient One'.",Neutral,Epic,9.0,,9.0,9.0,,,,Whispers of the Old Gods,,
3977,Soggoth the Slitherer,Whispers of the Old Gods,Minion,<b>Taunt</b>\nCan't be targeted by spells or Hero Powers.,Neutral,Legendary,9.0,[{'name': 'Taunt'}],9.0,5.0,,,,Whispers of the Old Gods,,
3980,C'Thun,Whispers of the Old Gods,Minion,<b>Battlecry:</b> Deal damage equal to this minion's Attack randomly split among all enemies.,Neutral,Legendary,6.0,[{'name': 'Battlecry'}],10.0,6.0,,,,Whispers of the Old Gods,,
3981,"Deathwing, Dragonlord",Whispers of the Old Gods,Minion,<b>Deathrattle:</b> Put all Dragons from your hand into the battlefield.,Neutral,Legendary,12.0,[{'name': 'Deathrattle'}],10.0,12.0,Dragon,,,Whispers of the Old Gods,,
3982,DOOM!,Whispers of the Old Gods,Spell,Destroy all minions. Draw a card for each.,Warlock,Epic,,,10.0,,,Shadow,,Whispers of the Old Gods,,
3983,Faceless Behemoth,Whispers of the Old Gods,Minion,,Neutral,Common,10.0,,10.0,10.0,,,,Whispers of the Old Gods,,
3984,"N'Zoth, the Corruptor",Whispers of the Old Gods,Minion,<b>Battlecry:</b> Summon your <b>Deathrattle</b> minions that died this game.,Neutral,Legendary,7.0,"[{'name': 'Battlecry'}, {'name': 'Deathrattle'}]",10.0,5.0,,,,Whispers of the Old Gods,,
3985,"Y'Shaarj, Rage Unbound",Whispers of the Old Gods,Minion,"At the end of your turn, put a minion from your deck into the battlefield.",Neutral,Legendary,10.0,,10.0,10.0,,,,Whispers of the Old Gods,,
3986,"Yogg-Saron, Hope's End",Whispers of the Old Gods,Minion,<b>Battlecry:</b> Cast a random spell for each spell you've cast this game <i>(targets chosen randomly)</i>.,Neutral,Legendary,5.0,[{'name': 'Battlecry'}],10.0,7.0,,,,Whispers of the Old Gods,,
4065,Arcane Anomaly,One Night in Karazhan,Minion,"After you cast a spell, give this minion +1 Health.",Neutral,Common,1.0,,1.0,2.0,Elemental,,,One Night in Karazhan,,
4067,Babbling Book,One Night in Karazhan,Minion,<b>Battlecry:</b> Add a random Mage spell to your hand.,Mage,Rare,1.0,[{'name': 'Battlecry'}],1.0,1.0,,,,One Night in Karazhan,,
4072,Enchanted Raven,One Night in Karazhan,Minion,,Druid,Common,2.0,,1.0,2.0,Beast,,,One Night in Karazhan,,
4076,Malchezaar's Imp,One Night in Karazhan,Minion,"Whenever you discard a card, draw a card.",Warlock,Common,3.0,,1.0,1.0,Demon,,,One Night in Karazhan,,
4083,Runic Egg,One Night in Karazhan,Minion,<b>Deathrattle:</b> Draw a card.,Neutral,Common,2.0,[{'name': 'Deathrattle'}],1.0,0.0,,,,One Night in Karazhan,,
4084,Spirit Claws,One Night in Karazhan,Weapon,[x]Has +2 Attack while you\nhave <b>Spell Damage</b>.,Shaman,Common,,[{'name': 'Spell Damage'}],1.0,1.0,,,3.0,One Night in Karazhan,,
4088,Swashburglar,One Night in Karazhan,Minion,<b>Battlecry:</b> Add a random card from another class to_your hand.,Rogue,Common,1.0,[{'name': 'Battlecry'}],1.0,1.0,Pirate,,,One Night in Karazhan,,
4100,Cat Trick,One Night in Karazhan,Spell,"<b>Secret:</b> After your opponent casts a spell, summon a 4/2 Panther with <b>Stealth</b>.",Hunter,Rare,,"[{'name': 'Stealth'}, {'name': 'Secret'}]",2.0,,,,,One Night in Karazhan,,
4106,Kindly Grandmother,One Night in Karazhan,Minion,<b>Deathrattle:</b> Summon a 3/2 Big Bad Wolf.,Hunter,Common,1.0,[{'name': 'Deathrattle'}],2.0,1.0,Beast,,,One Night in Karazhan,,
4111,Maelstrom Portal,One Night in Karazhan,Spell,Deal_$1_damage to_all_enemy_minions. Summon_a_random\n1-Cost minion.,Shaman,Rare,,,2.0,,,Nature,,One Night in Karazhan,,
4114,Medivh's Valet,One Night in Karazhan,Minion,"<b>Battlecry:</b> If you control a <b>Secret</b>, deal 3 damage.",Mage,Common,3.0,"[{'name': 'Secret'}, {'name': 'Battlecry'}]",2.0,2.0,,,,One Night in Karazhan,,
4116,Netherspite Historian,One Night in Karazhan,Minion,"<b>Battlecry:</b> If you're holding a Dragon, <b>Discover</b>\na Dragon.",Neutral,Common,3.0,"[{'name': 'Discover'}, {'name': 'Battlecry'}]",2.0,1.0,,,,One Night in Karazhan,,
4119,Pompous Thespian,One Night in Karazhan,Minion,<b>Taunt</b>,Neutral,Common,2.0,[{'name': 'Taunt'}],2.0,3.0,,,,One Night in Karazhan,,
4120,Purify,One Night in Karazhan,Spell,<b>Silence</b> a friendly minion. Draw a card.,Priest,Common,,[{'name': 'Silence'}],2.0,,,Holy,,One Night in Karazhan,,
4134,Cloaked Huntress,One Night in Karazhan,Minion,Your <b>Secrets</b> cost (0).,Hunter,Common,4.0,[{'name': 'Secret'}],3.0,3.0,,,,One Night in Karazhan,,
4135,Deadly Fork,One Night in Karazhan,Minion,<b>Deathrattle:</b> Add a 3/2 weapon to your hand.,Rogue,Common,2.0,[{'name': 'Deathrattle'}],3.0,3.0,,,,One Night in Karazhan,,
4148,Moroes,One Night in Karazhan,Minion,"<b>Stealth</b>\nAt the end of your turn, summon a 1/1 Steward.",Neutral,Legendary,1.0,[{'name': 'Stealth'}],3.0,1.0,,,,One Night in Karazhan,,
4151,Nightbane Templar,One Night in Karazhan,Minion,"<b>Battlecry:</b> If you're holding a Dragon, summon two 1/1 Whelps.",Paladin,Common,3.0,[{'name': 'Battlecry'}],3.0,2.0,,,,One Night in Karazhan,,
4152,Pantry Spider,One Night in Karazhan,Minion,<b>Battlecry:</b> Summon a\n1/3 Spider.,Neutral,Common,3.0,[{'name': 'Battlecry'}],3.0,1.0,Beast,,,One Night in Karazhan,,
4154,Protect the King!,One Night in Karazhan,Spell,"For each enemy minion, summon a 1/1 Pawn with <b>Taunt</b>.",Warrior,Rare,,[{'name': 'Taunt'}],3.0,,,,,One Night in Karazhan,,
4158,Silverware Golem,One Night in Karazhan,Minion,"If you discard this minion, summon it.",Warlock,Rare,3.0,[{'name': 'InvisibleDeathrattle'}],3.0,3.0,,,,One Night in Karazhan,,
4162,Violet Illusionist,One Night in Karazhan,Minion,"During your turn, your hero is <b>Immune</b>.",Neutral,Common,3.0,[{'name': 'Aura'}],3.0,4.0,,,,One Night in Karazhan,,
4165,Zoobot,One Night in Karazhan,Minion,"<b>Battlecry:</b> Give a random friendly Beast, Dragon, and Murloc +1/+1.",Neutral,Common,3.0,[{'name': 'Battlecry'}],3.0,3.0,Mech,,,One Night in Karazhan,,
4166,Arcanosmith,One Night in Karazhan,Minion,<b>Battlecry:</b> Summon a 0/5 minion with <b>Taunt</b>.,Neutral,Common,2.0,"[{'name': 'Taunt'}, {'name': 'Battlecry'}]",4.0,3.0,,,,One Night in Karazhan,,
4175,Priest of the Feast,One Night in Karazhan,Minion,"Whenever you cast a spell, restore #3 Health to\nyour hero.",Priest,Common,6.0,,4.0,3.0,,,,One Night in Karazhan,,
4180,Silvermoon Portal,One Night in Karazhan,Spell,Give a minion +2/+2. Summon a random\n2-Cost minion.,Paladin,Common,,,4.0,,,Holy,,One Night in Karazhan,,
4186,Wicked Witchdoctor,One Night in Karazhan,Minion,"Whenever you cast a spell, summon a random basic_Totem.",Shaman,Common,4.0,,4.0,3.0,,,,One Night in Karazhan,,
4187,Avian Watcher,One Night in Karazhan,Minion,"<b>Battlecry:</b> If you control a <b>Secret</b>, gain +1/+1\nand <b>Taunt</b>.",Neutral,Rare,6.0,"[{'name': 'Taunt'}, {'name': 'Secret'}, {'name': 'Battlecry'}]",5.0,3.0,,,,One Night in Karazhan,,
4188,Barnes,One Night in Karazhan,Minion,<b>Battlecry:</b> Summon a 1/1 copy of a random minion in your deck.,Neutral,Legendary,4.0,[{'name': 'Battlecry'}],5.0,3.0,,,,One Night in Karazhan,,
4190,Ethereal Peddler,One Night in Karazhan,Minion,"<b>Battlecry:</b> If you're holding any cards from another class, reduce their Cost by (2).",Rogue,Rare,6.0,[{'name': 'Battlecry'}],5.0,5.0,,,,One Night in Karazhan,,
4191,Fool's Bane,One Night in Karazhan,Weapon,Unlimited attacks each turn. Can't attack heroes.,Warrior,Common,,,5.0,3.0,,,4.0,One Night in Karazhan,,
4192,Ironforge Portal,One Night in Karazhan,Spell,Gain 4 Armor.\nSummon a random\n4-Cost minion.,Warrior,Common,,,5.0,,,Fire,,One Night in Karazhan,,
4193,Kara Kazham!,One Night in Karazhan,Spell,"Summon a 1/1 Candle, 2/2 Broom, and 3/3 Teapot.",Warlock,Common,,,5.0,,,,,One Night in Karazhan,,
4194,Menagerie Magician,One Night in Karazhan,Minion,"<b>Battlecry:</b> Give a random friendly Beast, Dragon, and Murloc +2/+2.",Neutral,Common,4.0,[{'name': 'Battlecry'}],5.0,4.0,,,,One Night in Karazhan,,
4195,Menagerie Warden,One Night in Karazhan,Minion,<b>Battlecry:</b> Choose a friendly Beast. Summon a_copy of it.,Druid,Common,4.0,[{'name': 'Battlecry'}],5.0,4.0,,,,One Night in Karazhan,,
4196,Onyx Bishop,One Night in Karazhan,Minion,<b>Battlecry:</b> Summon a friendly minion that died this game.,Priest,Rare,4.0,[{'name': 'Battlecry'}],5.0,3.0,,,,One Night in Karazhan,,
4197,Prince Malchezaar,One Night in Karazhan,Minion,[x]<b>Start of Game:</b>\nAdd 5 extra <b>Legendary</b>\nminions to your deck.,Neutral,Legendary,6.0,,5.0,5.0,Demon,,,One Night in Karazhan,,
4200,Book Wyrm,One Night in Karazhan,Minion,"<b>Battlecry:</b> If you're holding a Dragon, destroy an enemy minion with 3 or less Attack.",Neutral,Rare,6.0,[{'name': 'Battlecry'}],6.0,3.0,Dragon,,,One Night in Karazhan,,
4202,Ivory Knight,One Night in Karazhan,Minion,[x]<b>Battlecry:</b> <b>Discover</b> a spell.\nRestore Health to your hero\nequal to its Cost.,Paladin,Rare,4.0,"[{'name': 'Discover'}, {'name': 'Battlecry'}]",6.0,4.0,,,,One Night in Karazhan,,
4203,Moat Lurker,One Night in Karazhan,Minion,<b>Battlecry:</b> Destroy a minion. <b>Deathrattle:</b> Resummon it.,Neutral,Rare,3.0,"[{'name': 'Battlecry'}, {'name': 'Deathrattle'}]",6.0,3.0,,,,One Night in Karazhan,,
4204,Moonglade Portal,One Night in Karazhan,Spell,Restore #6 Health. Summon a random\n6-Cost minion.,Druid,Rare,,,6.0,,,Nature,,One Night in Karazhan,,
4208,Firelands Portal,One Night in Karazhan,Spell,Deal $5 damage. Summon a random\n5-Cost minion.,Mage,Common,,,7.0,,,Fire,,One Night in Karazhan,,
4209,The Curator,One Night in Karazhan,Minion,"<b>Taunt</b>\n<b>Battlecry:</b> Draw a Beast, Dragon, and Murloc from your deck.",Neutral,Legendary,6.0,"[{'name': 'Battlecry'}, {'name': 'Taunt'}]",7.0,4.0,Mech,,,One Night in Karazhan,,
4211,"Medivh, the Guardian",One Night in Karazhan,Minion,"<b>Battlecry:</b> Equip Atiesh, Greatstaff of the Guardian.",Neutral,Legendary,7.0,[{'name': 'Battlecry'}],8.0,7.0,,,,One Night in Karazhan,,
4213,Arcane Giant,One Night in Karazhan,Minion,[x]Costs (1) less for each spell\nyou've cast this game.,Neutral,Epic,8.0,,12.0,8.0,,,,One Night in Karazhan,,
4257,Counterfeit Coin,Mean Streets of Gadgetzan,Spell,Gain 1 Mana Crystal this turn only.,Rogue,Rare,,,0.0,,,,,Mean Streets of Gadgetzan,,
4258,Freezing Potion,Mean Streets of Gadgetzan,Spell,<b>Freeze</b> an enemy.,Mage,Common,,[{'name': 'Freeze'}],0.0,,,Frost,,Mean Streets of Gadgetzan,,
4259,Alleycat,Mean Streets of Gadgetzan,Minion,<b>Battlecry:</b> Summon a 1/1_Cat.,Hunter,Common,1.0,[{'name': 'Battlecry'}],1.0,1.0,Beast,,,Mean Streets of Gadgetzan,,
4262,Finders Keepers,Mean Streets of Gadgetzan,Spell,<b>Discover</b> a card with_<b>Overload</b>. <b>Overload:</b> (1),Shaman,Epic,,"[{'name': 'Overload'}, {'name': 'Discover'}]",1.0,,,,,Mean Streets of Gadgetzan,,
4263,Getaway Kodo,Mean Streets of Gadgetzan,Spell,"<b>Secret:</b> When a friendly minion dies, return it to your hand.",Paladin,Rare,,[{'name': 'Secret'}],1.0,,,,,Mean Streets of Gadgetzan,,
4265,Grimscale Chum,Mean Streets of Gadgetzan,Minion,[x]<b>Battlecry:</b> Give a random\nMurloc in your hand +1/+1.,Paladin,Common,1.0,[{'name': 'Battlecry'}],1.0,2.0,Murloc,,,Mean Streets of Gadgetzan,,
4267,I Know a Guy,Mean Streets of Gadgetzan,Spell,<b>Discover</b> a <b>Taunt</b> minion.,Warrior,Common,,"[{'name': 'Discover'}, {'name': 'Taunt'}]",1.0,,,,,Mean Streets of Gadgetzan,,
4271,Jade Idol,Mean Streets of Gadgetzan,Spell,<b>Choose One -</b> Summon a{1} {0} <b>Jade Golem</b>; or Shuffle 3 copies of this card into your deck.@<b>Choose One -</b> Summon a <b>Jade Golem</b>; or Shuffle 3 copies of this card into your deck.,Druid,Rare,,[{'name': 'Jade Golem'}],1.0,,,,,Mean Streets of Gadgetzan,,
4273,Kabal Lackey,Mean Streets of Gadgetzan,Minion,[x]<b>Battlecry:</b> The next <b>Secret</b>\nyou play this turn costs (0).,Mage,Common,1.0,"[{'name': 'Secret'}, {'name': 'Battlecry'}]",1.0,2.0,,,,Mean Streets of Gadgetzan,,
4277,Mark of the Lotus,Mean Streets of Gadgetzan,Spell,Give your minions +1/+1.,Druid,Common,,,1.0,,,,,Mean Streets of Gadgetzan,,
4278,Meanstreet Marshal,Mean Streets of Gadgetzan,Minion,"<b>Deathrattle:</b> If this minion has 2 or more Attack, draw a card.",Paladin,Epic,2.0,[{'name': 'Deathrattle'}],1.0,1.0,,,,Mean Streets of Gadgetzan,,
4279,Mistress of Mixtures,Mean Streets of Gadgetzan,Minion,<b>Deathrattle:</b> Restore #4 Health to each hero.,Neutral,Common,2.0,[{'name': 'Deathrattle'}],1.0,2.0,,,,Mean Streets of Gadgetzan,,
4282,Patches the Pirate,Mean Streets of Gadgetzan,Minion,"[x]After you play a Pirate,\nsummon this minion\nfrom your deck.",Neutral,Legendary,1.0,,1.0,1.0,Pirate,,,Mean Streets of Gadgetzan,,
4283,Pint-Size Potion,Mean Streets of Gadgetzan,Spell,[x]Give all enemy minions\n-3 Attack this turn only.,Priest,Rare,,,1.0,,,Shadow,,Mean Streets of Gadgetzan,,
4285,Potion of Madness,Mean Streets of Gadgetzan,Spell,Gain control of an enemy minion with 2 or less Attack until end of turn.,Priest,Common,,,1.0,,,Shadow,,Mean Streets of Gadgetzan,,
4289,Small-Time Buccaneer,Mean Streets of Gadgetzan,Minion,Has +2 Attack while you have a weapon equipped.,Neutral,Rare,1.0,,1.0,1.0,Pirate,,,Mean Streets of Gadgetzan,,
4290,Smuggler's Crate,Mean Streets of Gadgetzan,Spell,Give a random Beast in your hand +2/+2.,Hunter,Common,,,1.0,,,,,Mean Streets of Gadgetzan,,
4291,Smuggler's Run,Mean Streets of Gadgetzan,Spell,Give all minions in your hand +1/+1.,Paladin,Common,,,1.0,,,,,Mean Streets of Gadgetzan,,
4294,Weasel Tunneler,Mean Streets of Gadgetzan,Minion,<b>Deathrattle:</b> Shuffle this minion into your opponent's deck.,Neutral,Epic,1.0,[{'name': 'Deathrattle'}],1.0,1.0,Beast,,,Mean Streets of Gadgetzan,,
4295,Blowgill Sniper,Mean Streets of Gadgetzan,Minion,<b>Battlecry:</b> Deal 1 damage.,Neutral,Common,1.0,[{'name': 'Battlecry'}],2.0,2.0,Murloc,,,Mean Streets of Gadgetzan,,
4297,Devolve,Mean Streets of Gadgetzan,Spell,Transform all enemy minions into random ones that cost (1) less.,Shaman,Rare,,,2.0,,,Nature,,Mean Streets of Gadgetzan,,
4298,Dirty Rat,Mean Streets of Gadgetzan,Minion,[x]<b>Taunt</b>\n<b>Battlecry:</b> Your opponent\nsummons a random minion\nfrom their hand.,Neutral,Epic,6.0,"[{'name': 'Taunt'}, {'name': 'Battlecry'}]",2.0,2.0,,,,Mean Streets of Gadgetzan,,
4299,Friendly Bartender,Mean Streets of Gadgetzan,Minion,"At the end of your turn, restore #1 Health to your_hero.",Neutral,Common,3.0,,2.0,2.0,,,,Mean Streets of Gadgetzan,,
